623,AnaAlbot,4
624,Anabot,1
625,AnalogBot,1
626,Analphabot,9
627,AnalyseBot,1
628,AnankeBot,5
629,Anastasiyadrebot,2
630,AnbefalingsBot,12
631,Anbot,2
632,Anchor Link Bot,1
633,AnchorBot,1
634,Ancientrobot,1
635,Anclerobot,1
636,AndAShoutOutToBetacommandBot!,1
637,AndAShoutOutToTheBetacommantBot!,1
638,AndBOT,1
639,AndersBot,9
640,Andersbot,5
641,Andhotbot,1
642,Andibot,1
643,Andimbot,1
644,Andrea Talbot,1
645,Andrea105Bot,1
646,AndreaBot,22
647,AndreasJSbot,1
648,Andrebot,2
649,Andrenioribot,1
650,Andrerobot,3
651,Andresrobot,2
652,Andrew Hampe (Bot),1
653,Andrew Talbot,1
654,Andrewbot,51
655,Andrewobot,1
656,Andrewsbot,1
657,AndreyBot,2
658,Andrezabot,1
659,Andri.h-bot,1
660,Andribot,1
661,Androbot,3
662,Android Mouse Bot,1
663,Android Mouse Bot 2,1
664,Android Mouse Bot 3,1
665,Android Mouse Bot 4,1
666,Androidrobot,2
667,Androidroybot,1
668,Androlsaibot,1
669,André Chabot,1
670,AndyBot,1
671,Andyabbot,1
672,Andygbot,1
673,Andymessengerrobot,1
674,Andyrom bot,2
675,AndyzBot,2
676,Aneetbot,1
677,AngBot,2
678,Angebot,3
679,Angebot zum Dialog,1
680,AngelBot,1
681,Angela Bot,1
682,Angelibot,1
683,Angella bot,1
684,AngloSaxonBot,2
685,Angria77Bot,1
686,Angry Drunken Robot,1
687,Angrybot,1
688,Angrybot 13,1
689,Angryrobot,1
690,Anhkhongcan bot 94,1
691,AniBot,2
692,Anibot,1
693,Anim-robot labs,1
694,AnimaPywikipediabot,1
695,Animalbot,1
696,Animation.bot,16
697,Animbot,1
698,Anish9807BOT,1
699,Anit-Vadnal-BOT,1
700,Anitsirck.bot.51,1
701,Anjegobot,1
702,Ankabot,1
703,AnkaraBot,1
704,Ankebot,1
705,AnkitAWB,1
706,AnkitBot,1
707,Anna (bot),1
708,Anna garcia estrabot,1
709,Anna le Bot,2
710,AnnabelsBot,20
711,Annabot,1
712,Annbot,1
713,Anne Chabot,3
714,AnneCabot,1
715,AnneCcabot,3
716,Annebot,1
717,Annibot,1
718,Annoybot,1
719,AnokoBOT,1
720,Anomebot,2
721,AnomieBOT,24
722,AnomieBOT II,1
723,AnomieBOT III,1
724,AnomiieBOT,1
725,Anonbot,1
726,AnonieBOT IV,1
727,Anonim.bot,2
728,Anonymbot,1
729,Anoop abbot,1
730,AnoopanBot,1
731,Anotherghostbot,1
732,Anskarbot,2
733,Answerbot,1
734,AntBot,1
735,Antandrus is a dotdotdot bot,1
736,Anterobot,1
737,AnthemBot,1
738,Anti ClueBot NG,1
739,Anti Spell Vandal Bot,1
740,Anti Vandal Bot,1
741,Anti-MartinBot,1
742,Anti-SPA Tagbot,1
743,Anti-VandaIBot,1
744,Anti-VandalBot,1
745,Anti-Vandalismus-BOT,1
746,Anti-W-Bot,1
747,Anti-salebot,1
748,Anti7vandalbot,1
749,AntiAbuseBot,1
750,AntiAbuseBot is Chris G\,1
751,AntiAbuseBot is a nggr.,1
752,AntiAbuseBot on wheeIs,1
753,AntiAbuseBot rapes kids.,1
754,AntiAbuseBot&comma; I am your father.,2
755,AntiAbuseBot&comma; you\,3
756,AntiAbuseBot&comma;You\,2
757,AntiAbuseBot\,2
758,AntiAdminBot,1
759,AntiAntiSpamBot,1
760,AntiAntiVandalBot,1
761,AntiAntiVandalBot - Cyde is a fucking wanker,1
762,AntiBot,1
763,AntiClueBot,1
764,AntiCydeBot,1
765,AntiOnWheelsBot,1
766,AntiRedirBot,1
767,AntiSpamBot,2
768,AntiSpamBot (usurped),1
769,AntiVaVandalbot,1
770,AntiVanda!Bot,1
771,AntiVanda!ismBot,1
772,AntiVandaIBot,1
773,AntiVandalBot,4
774,AntiVandalBot 25,1
775,AntiVandalbot,1
776,AntiVandalismBot,1
777,AntiVandalismFlamethrowerBot,1
778,AntiVundelBot,1
779,Antibot,2
780,AnticeshorshipBot,1
781,AntidereBot,1
782,Antifa-Bot,1
783,AntigoniBot,1
784,Antime Bot I,3
785,Antirobotrobot,2
786,Antischmitzbot,1
787,AntivandaIbot,1
788,AntivandalBot,1
789,Antivandalbot,1
790,Antivandbot,2
791,Antoni Vilà Ribot,2
792,Antoninabot,1
793,Antonio Cabot,1
794,Antonio bot,1
795,Antonubot,3
796,AntonyB-Bot,2
797,Antrobot,1
798,AnturBOT,11
799,Antybot,1
800,Anybot,1
801,Anyhony paquibot,1
802,Aoke1989-bot,1
803,Apabot,1
804,Apanhabot,1
805,ApeBot,1
806,ApiRobot,4
807,Apleycabot,1
808,Aplikasi-Bot,41
809,Apocatequil,1
810,Apoiobot,1
811,AporiaBot,1
812,Apostmodernrobot,1
813,Apostrobot,1
814,AppleBot,42
815,ApprehensiveBot,1
816,Aptelugurobot,2
817,Aptenodibot,1
818,Aptenodybot,3
819,Aptenodybot A,1
820,Aquabot,2
821,Aquaticrobot,1
822,Aquinabot,1
823,ArZ.Bot,1
824,AraBot,1
825,Arab bot,2
826,Arabot,1
827,ArachnoBot,1
828,Aradiabot,2
829,ArathVerbFormBot,2
830,Arb stat bot,1
831,ArbBot,1
832,ArbComBot,1
833,Arbbot,3
834,ArbitragecommissieBot,1
835,Arbitrarily0Bot,1
836,ArbitrarilyBot,1
837,ArbitrationBot,1
838,ArbonArbot,1
839,Arbot,1
840,Archabot,1
841,Archaeobot,1
842,Archbot,2
843,ArcheoBot,1
844,Archer0630-bot,2
845,ArcherBot,1
846,Archibot,1
847,ArchivBot,1
848,ArchivačníBot,1
849,ArchiveBot,2
850,ArchiverBot,1
851,Archivist Owlbot,4
852,Arcobisbot,1
853,ArdBot,7
854,Are you a bot&comma; Naconkantari?,1
855,AreaBot,5
856,Areuarobot,1
857,Arfbot,1
858,Arfieabot,1
859,Argilla,1
860,Argobot,1
861,Argus-Bot,1
862,Arhibot,2
863,Aribot,1
864,ArielBot,1
865,Ariesbot,1
866,AriseBot,2
867,Arjbot,4
868,Arjunaraocbot,3
869,Arjunbot,1
870,ArkBot,1
871,Arkabbot,1
872,Arkbot,271
873,ArkivBot,1
874,Arknedjebot,1
875,Arktherobot,1
876,ArkyBot,1
877,ArkyBot (usurped),1
878,Arleta Hrobot,1
879,ArmBot,1
880,ArmadilloProcessBot,1
881,Armanbot,6
882,ArmanjafariBot,1
883,ArmbrustBot,1
884,Armed robot,1
885,ArnauBot,1
886,Arobot,2
887,ArosBot,1
888,Arq.Bot,2
889,ArrazzazBot,1
890,Arrogantrobot,3
891,Arse Sex Bot!,1
892,Arsenal0-3porttalbot,1
893,Arseniolibot,2
894,ArshavaBot,154
895,Arsipbot,1
896,Art bot,1
897,Artalbot,1
898,Artbot,1
899,ArteBot,1
900,Artemiobot,5
901,ArthenaBot,2
902,ArthurBot,285
903,Arthurbot,1
904,Article Bot,1
905,ArticleAlertbot,1
906,ArticleAlertingBot,1
907,ArticleListBot,1
908,ArticlesForCreationBot,1
909,Articobot,1
910,Artikbot,1
911,ArtikelBot,1
912,Artiststuckinrobot,1
913,Artrobot,1
914,Arturnebot,1
915,Arx-bot,1
916,Arya-Bot,9
917,AryaIbot,1
918,AryanBot,1
919,Arybot,1
920,Asabot,1
921,AsaifmBot,1
922,AsdaBot,2
923,Asdfbot,2
924,AsenineBot,1
925,AsgarBot,1
926,AsgardBot,230
927,Ash Bot,2
928,Ash is a robot,1
929,Ashabot,1
930,Ashbot,1
931,Ashikbot,2
932,AshinaBot,2
933,Ashishscruxbot,1
934,Ashleatalbot,1
935,AshotBot,1
936,Ashtestbot,1
937,Ashwinbot,1
938,Asisbot,1
939,AsoBot,5
940,Asotbot,1
941,Ass kissing robot,1
942,AssarBot,1
943,Assbot,1
944,AssessBot,1
945,Assist-bot,1
946,Asswipebot,1
947,AstRoBot,1
948,AstaBOTh15,6
949,Asteroid bot,1
950,Astoefferbot,1
951,Astr0bot,1
952,AstraleBot,1
953,Astro ebot,1
954,Astrobot Prime,2
955,AstronomieBot,1
956,Astrorobot,2
957,Asturianbot,1
958,Asturobot,1
959,Asubbot,2
960,Asubot,1
961,AsuraBot,2
962,Aswbot,1
963,AswnBot,6
964,Asybot,2
965,AtaBot,1
966,Atalbot,1
967,Atallbot,1
968,AtallcostsBot,1
969,AtariRobot,1
970,Ataribot,1
971,Atarubot,2
972,AtheneBot,1
973,Athybot,1
974,AtidrideBot,1
975,AtilaBot,4
976,AtlantisBot,2
977,Atobot,1
978,Atokbot,1
979,AtolyBot,2
980,AtomBot,2
981,AtomatedBot,1
982,Atomic Robot,1
983,Atomobot,20
984,AtomsBot,1
985,Atorox (bot),2
986,Atrobot,1
987,Atrobot(fixed),1
988,Atrobot(usurped),1
989,Attackrobot,2
990,AtteBot,1
991,AttoBot,27
992,AttributionBot,1
993,Attrobot,1
994,AuBot,2
995,AuCoBot,2
996,Audabot,1
997,AudeBot,2
998,Audibot,1
999,Augustinusbot,2
1000,AuhoroBot,1
1001,AuntieVandalBot,1
1002,Auntof6Bot,2
1003,Aurelien TALBOT,2
1004,Aurnbot,1
1005,Aurobot,2
1006,AushulzBot,2
1007,Austentalbot,1
1008,Austin Sextius Arctic Robot,1
1009,AustinBot,1
1010,Austinisnorobot,1
1011,Austinrobot,1
1012,Auto-Bot,6
1013,AutoBot,1
1014,AutoBot block ((Usernameblock)),1
1015,AutoBot block... what about the decepticons???,1
1016,AutoBot v5,1
1017,AutoPur,1
1018,Autobot,14
1019,Autobot (usurp),1
1020,Autobot (usurped),1
1021,Autobot 09,1
1022,Autobot 21,1
1023,Autobot Loyalist,1
1024,Autobot Ninja,1
1025,Autobot Prime1979,1
1026,Autobot Shadow,1
1027,Autobot Starscream,1
1028,Autobot Wheeljack,1
1029,Autobot aza,1
1030,Autobot chicken,1
1031,Autobot crx,1
1032,Autobot matrix,1
1033,Autobot optimusprime,1
1034,Autobot parry,1
1035,Autobot teen,1
1036,Autobot tron,1
1037,Autobot warrior allones,1
1038,Autobot-Z,1
1039,Autobot-inactive,1
1040,Autobot.TD,2
1041,Autobot.transformer,2
1042,Autobot:SkyDive,1
1043,Autocntcleanbot,1
1044,AutocracyBot,1
1045,Autoeditbot,1
1046,Autofirebot,2
1047,AutoframeBot,1
1048,Autohelperbot,1
1049,Autokeybot,2
1050,AutomatedBot,1
1051,AutomaticBot,1
1052,Automaticautobot,1
1053,Autonomus-Robot-Optimus-Prime,1
1054,AutoritéBot,2
1055,Autorobot,1
1056,AutorojoBOT,1
1057,Autoscriptrunbot,1
1058,Autrobot,1
1059,Auwikibot,1
1060,Auxbot,1
1061,Av.robot,1
1062,AvareBot,1
1063,AvatBOT,1
1064,Avatar robot,1
1065,Avatar-Bot,1
1066,Avdrobot,2
1067,AvenueBot,1
1068,Averyrobot,1
1069,Avibot,1
1070,AvicBot,285
1071,AvicBot2,1
1072,AvisaBot,1
1073,Aviyal Bot,4
1074,AvocatoBot,284
1075,AvocatoBot (moved),1
1076,AvocatoBot (usurped),17
1077,AvocatoBot (usurped2),1
1078,AvocatoBot (인수),1
1079,AvocatoBot II,1
1080,AvocatoBot error,1
1081,AvocatoBot-old,2
1082,Avr robot,1
1083,Avtobot,1
1084,AwOcBot,103
1085,AwardBot,1
1086,AwardsBot,1
1087,AwareBot,8
1088,Aweebot,1
1089,Awesomerobot,1
1090,Awkwardrobot,1
1091,Ax25bot,1
1092,Axiom bot,1
1093,Axiombot,1
1094,AxwynBot,1
1095,Axxbot,1
1096,Ay&comma;ambot&comma;uy,1
1097,AyBot,1
1098,AyackBot,1
1099,Aybot,4
1100,Ayeru4857239bot,1
1101,Ayushman Srivastava no bot,1
1102,AzaBot,1
1103,AzaadBOT,1
1104,Azbot,1
1105,Azebot,2
1106,Azim bot,1
1107,AzmikBot,1
1108,AznPwnBot,1
1109,Aznbot,1
1110,Azulbotón,1
1111,AzwikiBot,1
1112,B-Talbot,1
1113,B.Zsoltbot,3
1114,B1m-bot,5
1115,B4rbot,2
1116,B7-Bot,1
1117,B7thbot,1
1118,BAGBot,1
1119,BBot,1
1120,BCFCasbot,1
1121,BCUbot,2
1122,BCchabot,3
1123,BDbot,2
1124,BEARBOT,1
1125,BERNABOT,1
1126,BG19bot,1
1127,BHGbot,1
1128,BIMbot,1
1129,BITCHBOT,1
1130,BJ54Bot,1
1131,BJBot,1
1132,BJJ-bot,1
1133,BLP deletion bot,1
1134,BLPWatchBot,1
1135,BLUbot,1
1136,BOLBOT,1
1137,BOT,2
1138,BOT - ADMlN SYS\,1
1139,BOT - Acalamari has a crush on Kate McAuliffe,1
1140,BOT - Agüeybaná,1
1141,BOT - BOT bot bot bot bot bot bot bot bot bot,1
1142,BOT - Blocking administrators are going out with Kate McAuliffe,1
1143,BOT - Boricuaeddie,1
1144,BOT - Don\,1
1145,BOT - Evilclown93 has a crush on Helen Crisson,1
1146,BOT - FrancoGG FrancoGG,1
1147,BOT - FrancoGG GGocnarF,1
